Report_title,Reporter_name,Incident_date,Day,time,Place,City,District,street,loot,loot_description,is_camera,loot_methodology,estemated_loot_value,Accused,weapon_existens,Accuseds_number,Accused_description,skin_colour,Nationality,Age,known_vehicle,accused_body,Report_content
حادثة سرقة قصر,سعد المشيقح,08/01/2021,Friday,2:31,قصر,الرياض, حطين, الدائري (الرياض),مبلغ مادي,المبلغ 30744,نعم,غير معروف," $30,744.00 ",مشكوك فيه,لا,مجهول,نعم,بيضاء,مصري,21-26,نعم,,أنا سعد المشيقح أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44204 الوقت 02:31 في حي حطين شارع الدائري (الرياض) تمت سرقة مبلغ مادي بقيمة 30744 ريال سعودي
حادثة سرقة قصر,هاجر المقرن,29/09/2021,Wednesday,0:55,قصر,الرياض, غرناطة, التخصصي,مبلغ مادي,المبلغ 59648,نعم,تسلق الجدار," $59,648.00 ",مشكوك فيه,لا,معروف,نعم,حنطية,غير معروف,27-32,لا,,أنا هاجر المقرن أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44468 الوقت 00:55 في حي غرناطة شارع التخصصي تمت سرقة مبلغ مادي بقيمة 59648 ريال سعودي
حادثة سرقة استراحة,تركي العقيل,13/09/2021,Monday,3:11,استراحة,الرياض, الندى, الإمام سعود بن عبد العزيز بن محمد,مبلغ مادي,المبلغ 15371,لا,غير معروف," $15,371.00 ",مجهول,نعم,معروف,نعم,سمراء,سعودي,50+,لا,,أنا تركي العقيل أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44452 الوقت 03:11 في حي الندى شارع الإمام سعود بن عبد العزيز بن محمد تمت سرقة مبلغ مادي بقيمة 15371 ريال سعودي
حادثة سرقة منزل,سعود القعود,03/11/2021,Wednesday,17:36,منزل,الرياض, الإزدهار, الأمير بدر بن عبد العزيز,ذهب,"النوع عقد, العيار ",نعم,وجود مفتاح ," $25,096.00 ",مجهول,لا,معروف,نعم,بيضاء,بنقالي,50+,نعم,,أنا سعود القعود أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44503 الوقت 17:36 في حي الإزدهار شارع الأمير بدر بن عبد العزيز تمت سرقة ذهب بقيمة 25096 ريال سعودي
حادثة سرقة استراحة,فاطمة الخميسي,29/01/2021,Friday,14:29,استراحة,الرياض, الملك فيصل, الملك خالد,ذهب,"النوع خاتم, العيار 14",نعم,غير معروف," $92,250.00 ",مجهول,لا,مجهول,نعم,سمراء,غير معروف,21-26,نعم,,أنا فاطمة الخميسي أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44225 الوقت 14:29 في حي الملك فيصل شارع الملك خالد تمت سرقة ذهب بقيمة 92250 ريال سعودي
حادثة سرقة استراحة,سعود النفيسة,17/11/2021,Wednesday,0:44,استراحة,الرياض, القيروان, الأمير سلطان بن عبد العزيز,مبلغ مادي,المبلغ 45762,لا,غير معروف," $45,762.00 ",مجهول,لا,مجهول,لا,سمراء,غير معروف,50+,نعم,,أنا سعود النفيسة أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44517 الوقت 00:44 في حي القيروان شارع الأمير سلطان بن عبد العزيز تمت سرقة مبلغ مادي بقيمة 45762 ريال سعودي
حادثة سرقة استراحة,ندى العقيل,26/10/2021,Tuesday,21:24,استراحة,الرياض, أشبيلية, خريص,مبلغ مادي,المبلغ 82595,لا,كسر الباب," $82,595.00 ",مشكوك فيه,نعم,معروف,لا,سمراء,غير معروف,15-20,نعم,,أنا ندى العقيل أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44495 الوقت 21:24 في حي أشبيلية شارع خريص تمت سرقة مبلغ مادي بقيمة 82595 ريال سعودي
حادثة سرقة قصر,ندى الكريديس,20/01/2021,Wednesday,22:04,قصر,الرياض, المعذر, الأمير بدر بن عبد العزيز,ذهب,"النوع خاتم, العيار ",لا,غير معروف," $10,438.00 ",مجهول,لا,معروف,نعم,حنطية,غير معروف,50+,نعم,,أنا ندى الكريديس أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44216 الوقت 22:04 في حي المعذر شارع الأمير بدر بن عبد العزيز تمت سرقة ذهب بقيمة 10438 ريال سعودي
حادثة سرقة منزل,محمد الخميسي,28/08/2021,Saturday,13:38,منزل,الرياض, الروضة, عثمان بن عفان,ذهب,"النوع سبيكة, العيار 21",نعم,غير معروف," $22,396.00 ",معروف,لا,مجهول,لا,بيضاء,غير معروف,27-32,نعم,,أنا محمد الخميسي أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44436 الوقت 13:38 في حي الروضة شارع عثمان بن عفان تمت سرقة ذهب بقيمة 22396 ريال سعودي
حادثة سرقة منزل,سعد المالك,07/03/2021,Sunday,19:36,منزل,الرياض, الرائد, عثمان بن عفان,ذهب,"النوع عقد, العيار ",نعم,كسر الباب," $96,269.00 ",مشكوك فيه,نعم,معروف,نعم,بيضاء,غير معروف,27-32,لا,,أنا سعد المالك أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44262 الوقت 19:36 في حي الرائد شارع عثمان بن عفان تمت سرقة ذهب بقيمة 96269 ريال سعودي
حادثة سرقة شقة,نورة القعود,08/10/2021,Friday,7:19,شقة,الرياض, الرائد, الحسن بن علي,مبلغ مادي,المبلغ 67537,لا,غير معروف," $67,537.00 ",مجهول,لا,معروف,نعم,سمراء,غير معروف,50+,لا,,أنا نورة القعود أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44477 الوقت 07:19 في حي الرائد شارع الحسن بن علي تمت سرقة مبلغ مادي بقيمة 67537 ريال سعودي
حادثة سرقة منزل,نايف الطاسان,11/11/2021,Thursday,19:49,منزل,الرياض, الملك فيصل, الملك عبد الله,جهاز منزلي,"النوع كنب, اللون أحمر",نعم,كسر الباب," $82,478.00 ",معروف,نعم,مجهول,لا,بيضاء,باكستاني,33-50,لا,,أنا نايف الطاسان أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44511 الوقت 19:49 في حي الملك فيصل شارع الملك عبد الله تمت سرقة جهاز منزلي بقيمة 82478 ريال سعودي
حادثة سرقة شقة,منى  الجريش,22/10/2021,Friday,21:45,شقة,الرياض, اليرموك, الإمام سعود بن عبد العزيز بن محمد,ذهب,"النوع عقد, العيار 22",نعم,غير معروف," $12,656.00 ",مجهول,نعم,مجهول,نعم,بيضاء,غير معروف,33-50,لا,,أنا منى  الجريش أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44491 الوقت 21:45 في حي اليرموك شارع الإمام سعود بن عبد العزيز بن محمد تمت سرقة ذهب بقيمة 12656 ريال سعودي
حادثة سرقة استراحة,ندى النفيسة,21/01/2021,Thursday,1:34,استراحة,الرياض, العارض, العليا,سيارة,"النوع هاتش باك, اللون أسود",لا,غير معروف," $41,936.00 ",مجهول,نعم,مجهول,نعم,بيضاء,غير معروف,27-32,نعم,,أنا ندى النفيسة أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44217 الوقت 01:34 في حي العارض شارع العليا تمت سرقة سيارة بقيمة 41936 ريال سعودي
حادثة سرقة شقة,نورة النفيسة,04/08/2021,Wednesday,9:12,شقة,الرياض, المغرزات, الإمام سعود بن عبد العزيز بن محمد,سيارة,"النوع SUV , اللون رصاصي",لا,غير معروف," $81,285.00 ",مشكوك فيه,نعم,معروف,لا,بيضاء,هندي,50+,نعم,,أنا نورة النفيسة أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44412 الوقت 09:12 في حي المغرزات شارع الإمام سعود بن عبد العزيز بن محمد تمت سرقة سيارة بقيمة 81285 ريال سعودي
حادثة سرقة استراحة,نورة المشيقح,09/07/2021,Friday,12:24,استراحة,الرياض, النفل, خريص,ذهب,"النوع عقد, العيار ",لا,وجود مفتاح ," $73,540.00 ",مشكوك فيه,لا,مجهول,لا,بيضاء,باكستاني,27-32,لا,,أنا نورة المشيقح أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44386 الوقت 12:24 في حي النفل شارع خريص تمت سرقة ذهب بقيمة 73540 ريال سعودي
حادثة سرقة منزل,هند القطحاني,07/12/2021,Tuesday,6:30,منزل,الرياض, قرطبة, الأمير نايف بن عبد العزيز,مبلغ مادي,المبلغ 54977,لا,غير معروف," $54,977.00 ",مشكوك فيه,لا,معروف,نعم,حنطية,غير معروف,50+,نعم,,أنا هند القطحاني أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44537 الوقت 06:30 في حي قرطبة شارع الأمير نايف بن عبد العزيز تمت سرقة مبلغ مادي بقيمة 54977 ريال سعودي
حادثة سرقة منزل,فاطمة الصفيان,22/11/2021,Monday,21:40,منزل,الرياض, الندى, عثمان بن عفان,سيارة,"النوع هاتش باك, اللون أزرق",لا,غير معروف," $43,933.00 ",مجهول,لا,معروف,نعم,حنطية,غير معروف,33-50,نعم,,أنا فاطمة الصفيان أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44522 الوقت 21:40 في حي الندى شارع عثمان بن عفان تمت سرقة سيارة بقيمة 43933 ريال سعودي
حادثة سرقة شقة,سعود العتيبي,17/10/2021,Sunday,16:48,شقة,الرياض, القيروان, الحسن بن علي,مبلغ مادي,المبلغ 43598,لا,تسلق الجدار," $43,598.00 ",مجهول,لا,معروف,نعم,حنطية,غير معروف,21-26,لا,,أنا سعود العتيبي أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44486 الوقت 16:48 في حي القيروان شارع الحسن بن علي تمت سرقة مبلغ مادي بقيمة 43598 ريال سعودي
حادثة سرقة استراحة,منى  الشلهوب,22/08/2021,Sunday,8:07,استراحة,الرياض, المعذر, المغيرة بن شعبة,جهاز منزلي,"النوع كنب, اللون أحمر",نعم,غير معروف," $70,532.00 ",مشكوك فيه,لا,معروف,لا,سمراء,غير معروف,15-20,نعم,,أنا منى  الشلهوب أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44430 الوقت 08:07 في حي المعذر شارع المغيرة بن شعبة تمت سرقة جهاز منزلي بقيمة 70532 ريال سعودي
حادثة سرقة شقة,لطيفة القعود,23/10/2021,Saturday,8:28,شقة,الرياض, الفلاح, الأمير سلمان بن محمد بن سعود,جهاز منزلي,"النوع تلفاز, اللون أصفر",لا,كسر الباب," $76,375.00 ",معروف,نعم,مجهول,لا,بيضاء,بنقالي,21-26,لا,,أنا لطيفة القعود أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44492 الوقت 08:28 في حي الفلاح شارع الأمير سلمان بن محمد بن سعود تمت سرقة جهاز منزلي بقيمة 76375 ريال سعودي
حادثة سرقة منزل,منى  المالك,07/04/2021,Wednesday,11:16,منزل,الرياض, الصحافة, الملك فهد,مبلغ مادي,المبلغ 97915,نعم,وجود مفتاح ," $97,915.00 ",مجهول,نعم,معروف,لا,بيضاء,غير معروف,27-32,نعم,,أنا منى  المالك أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44293 الوقت 11:16 في حي الصحافة شارع الملك فهد تمت سرقة مبلغ مادي بقيمة 97915 ريال سعودي
